Código;Nombre común;Nombre científico;Tipo de planta;polinizacion;nivel_alergenico;toxicidad_mascotas;tipo_hoja;Estado
RSP;Retama amarilla;Retama sphaerocarpa;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SAL;Sauce blanco;Salix alba;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
SAU;Serbal de los cazadores;Sorbus aucuparia;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ULDA;Olmo del padre David;Ulmus davidiana;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
SBA;Sauce llorón;Salix babylonica;FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
SCH;Santolina;Santolina chamaecyparissus;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SCN;Corona de novia;Spiraea cantoniensis;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SMI;Acacia;Sophora microphylla;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
SOF;Salvia;Salvia officinalis;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
SPX;Espirea;Spiraea sp;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SSA;Falsa espirea;Sorbaria sorbifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SSE;Secuoya;Sequoia sempervirens;CONIFERA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
SVA;Espírea de Vanhoutte;Spiraea x vanhouttei;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SVU;Lilo;Syringa vulgaris;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
TAM;Tilo americano;Tilia americana;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
ISPS;Carraspique 'Snowflake';Iberis sempervirens 'Snowflake';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;PERENNE;ACTIVO
ILNR;"Acebo 'Nellie Stevens'; 	Ilex aquifolium 'Nellie R. Stevens'";Ilex 'Nellie R. Stevens';FRONDOSA;INSECTOS;1;NO_REPORTADO;PERENNE;ACTIVO
IRPV;Lirio dálmata 'Variegata';Iris pallida 'Variegata';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
JMEM;Enebro de Pfitzer 'Mint julep';Juniperus x pfitzeriana 'Mint julep';CONIFERA;VIENTO;3;NO_REPORTADO;PERENNE;ACTIVO
ACP;Arce de Capadocia;Acer cappadocium;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
KAMP;Plantabella 'Pink cloud';Kolkwitzia amabilis 'Pink Cloud';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
LAGH;Lavanda 'Hidcote';Lavandula angustifolia 'Hidcote';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
LATB;Malva 'Barnsley';Lavatera thuringiaca 'Barnsley';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
LIMU;Serpentina;Liriope muscari;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
LNIE;Madreselva nitida 'Elegant';Lonicera nitida 'Elegant';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
LYSP;Albardín;Lygeum spartum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
APSW;Falso plátano amarillo;Acer pseudoplatanus 'Worleei';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
MEOF;Melisa;Melissa officinalis;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
EJAB;Evónimo japones de hoja con bordes blancos;Euonymus japonicus 'Albomarginata';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ASAL;Arce plateado 'Laciniatum Wieri';Acer saccharinum 'Laciniatum Wieri';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
AGAF;Lirio africano;Agapanthus africanus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AGTH;Agapanto 'Thinkerbell';Agapanthus 'Thinkerbell';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AGWD;Agapanto 'White dwarf';Agapanthus 'White dwarf';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ARPC;Artemisa 'Powis castle';Artemisia 'Powis Castle';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BDAW;Budelia 'White profusion';Buddleja davidii 'White Profusion';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CEGY;Lilo 'Yankee point';Ceanothus griseus 'Yankee point';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CIFL;Jara florentina;Cistus x florentinus;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CISK;Jara de flor rosada;Cistus x skanbergii;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
COKV;Coprosma ?Variegata?;Coprosma x kirkii 'Variegata';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
COBE;Cornejo 'Elegantissima';Cornus alba 'Elegantissima';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
DESP;Aira;Deschampsia sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
DHIF;Hierba del pastor 'Frejorgues';Dorycnium hirsutum 'Frejorgues';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ERKA;Margarita cimarrona;Erigeron karvinskianus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ESIV;Escalonia iveyi;Escallonia x iveyi;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
GLDS;Gaura 'Siskiyou pink';"Gaura lindheimeri ""Siskiyou Pink""";HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TOCS;Tuya occidental 'Smaragd';Thuja occidentalis 'Smaragd';CONIFERA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
HEST;Lirio de San Juan 'Stafford';Hemerocallis 'Stafford';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
HYHI;Cerrillo;Hyparrhenia hirta;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ABZ;Abelia;Abelia sp;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ACE;Abeto de Grecia;Abies cephalonica;CONIFERA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
ACO;Aliso napolitano;Alnus cordata;FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
AKO;Abeto de Corea;Abies koreana;CONIFERA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
AMS;Abeto de Masjoan;Abies x masjoannis;CONIFERA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
AHY;Abutilón;Abutilon hybridum;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ACC;Acacia de costa;Acacia cyclops;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
RLO;Rosa ?Loredo?;Rosa 'Loredo';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ARE;Arce campestre 'Elsrijk';Acer campestre 'Elsrijk';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
AWI;Acalifa;Acalypha wilkesiana;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ACM;Acanto;Acanthus mollis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AUM;Arce tridente;Acer buergerianum;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
AII;Arce de Freeman;Acer x freemanii;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
AZF;"Arce de Freeman, cultivar 'Autumn Blaze'; ?Jeffersred? (Autumn Blaze® Maple)";Acer x freemanii 'Autumn Blaze';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
AGN;Arce de Amur;Acer tataricum subsp. ginnala;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
UEU;Tojo;Ulex europaeus;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ANE;Arce negundo;Acer negundo;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ADO;Arce negundo variegado;Acer negundo 'Variegatum';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
AOP;Acirón;Acer opalus;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
APCS;Arce 'Pacific sunset';Acer x 'Pacific Sunset';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
APA;Arce palmeado (japonés);Acer palmatum;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
APE;Arce de Pensilvania;Acer pensylvanicum;FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
AES;Arce real 'Crimson Sentry';Acer platanoides 'Crimson Sentry';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ANP;Arce real 'Crimson King';Acer platanoides 'Crimson King';FRONDOSA;INSECTOS;1;NO_REPORTADO;CADUCA;ACTIVO
ARU;Arce rojo;Acer rubrum;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
ACZ;Acorus;Acorus sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ACL;Milenrama de flor blanca;Achillea millefolium;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ACH;Milenrama;Achillea sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
THZ;Tomillo;Thymus sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
UAC;Milenrama;Achillea umbellata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AWR;Palmera de Florida;Acoelorrhaphe wrightii;PALMACEA;MIXTA;1;NO_REPORTADO;PERENNE;ACTIVO
ASP;Laurel tóxico/Acokantera spectabilis;Acokanthera oblongifolia;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ADX;Codesos;Adenocarpus sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AIC;Castaño de Indias de flor rosada;Aesculus indica;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
ANG;Castaño de Indias de Carolina;Aesculus x neglecta;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
APV;Castaño enano;Aesculus parviflora;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
AWO;Falso castaño de Wörlitz;Aesculus x woerlitzensis;FRONDOSA;INSECTOS;1;TOXICO;CADUCA;ACTIVO
AGA;Menta de la India;Agastache sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AGHO;Agerato;Ageratum houstonianum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AGTE;Agrostis tenuis;Agrostis canina;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
APC;Ajania;Ajania pacifica;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ALP;Albizia amarilla;Albizia lophantha;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
APO;Albizia;Albizia procera;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ALZ;Ajo ornamental;Allium sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ALL;Canastillo;Alyssum saxatile;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
AGL;Aliso común;Alnus glutinosa;FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
AIN;Aliso gris;Alnus incana;FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
ALR;Aliso rojo;Alnus rubra;FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
AMH;Alocasia;Alocasia macrorrhizos;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ALOE;Aloe;Aloe sp;CACTACEA/SUCULENTA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ALCI;Hierbaluisa;Aloysia citriodora;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ATR;Hierba Luisa;Aloysia triphylla;SUBTROPICAL/TROPICAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ALS;Lirio de los Incas;Alstroemeria sp;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ALM;Canastillo de oro;Alyssum montanum;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
AMX;Azucena;Amaryllis sp;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
AMR;Guillomo;Amelanchier arborea;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AML;Guillomo 'Robin Hill';Amelanchier arborea 'Robin Hill';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AMC;Guillomo del Canadá;Amelanchier canadensis;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AMLA;Cornijuelo;Amelanchier lamarckii;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AOV;Bellomera;Amelanchier ovalis;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AMBR;Parra ornamental china;Ampelopsis brevipendunculata;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ANX;Anémona de los jardines;Anemone sp;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ANC;Chirimoyo, Chirimoya;Annona cherimola;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ANT;Manzanilla;Anthemis sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ANMA;Conejitos;Antirrhinum majus nanum pendula;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ATX;Albaida;Anthyllis sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
APCO;Aptenia cordiflora;Mesembryanthemum cordifolium;CACTACEA/SUCULENTA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AQA;Aguileña;Aquilegia alpina;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AREL;Aralia;Aralia elata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ARZ;Aralias;Aralia sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AAR;Araucaria;Abies araucana;CONIFERA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
AHE;Araucaria excelsa;Araucaria heterophylla;CONIFERA;VIENTO;2;TOXICO;PERENNE;ACTIVO
AIM;Araucana;Araucaria imbricata;CONIFERA;VIENTO;2;NO_REPORTADO;PERENNE;ACTIVO
AME;Madroña;Arbutus menziesii;ARBUSTO;INSECTOS;1;NO_REPORTADO;PERENNE;ACTIVO
ARA;Palmera de Alejandría;Archontophoenix alexandrae;PALMACEA;MIXTA;1;NO_REPORTADO;PERENNE;ACTIVO
ARC;Palmera de Bangalow;Archontophoenix cunninghamiana;PALMACEA;MIXTA;1;NO_REPORTADO;PERENNE;ACTIVO
AUU;Gayuba;Arctostaphylos uva-ursi;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ASC;Palmera de la reina/Arikuryroba schizophylla;Syagrus schizophylla;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AIX;Aristoloquia;Aristolochia sp;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ARR;Césped de España;Armeria maritima;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ARME;Aronia;Aronia melanocarpa;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ART;Ajenjo de montaña;Artemisia arborescens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ATZ;Artemisa;Artemisia sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ARJ;Bambú japonés/Arundinaria japonica;Pseudosasa japonica;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AVR;Bambú variegado/Arundinaria variegata;Pleioblastus fortunei;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ARD;Caña común;Arundo donax;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ASX;Asclepia;Asclepias sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ASSC;Espárrago trepador;Asparagus scandens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ASG;Esparragueras;Asparagus sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ALU;Aspidistra;Aspidistra lurida;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ATI;Estrella de arroyos;Aster tripolium;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
RHU;Rosa ?Hugonis?;Rosa 'Hugonis';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AUZ;Aubrietia;Aubrieta sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AID;Azalea/Azalea indica;Rhododendron indicum;ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
BAZ;Árbol orquídea;Bauhinia sp;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BAX;Bambú;Bambusa sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BVU;Bambú común;Bambusa vulgaris;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BFO;Pata de vaca;Bauhinia forficata;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BAGA;Bauhinia roja;Bauhinia galpinii;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BTA;Árbol de Santo Tomás;Bauhinia tomentosa;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BESE;Begonia semperflorens;Begonia cucullata;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
BEPE;Margarita de los prados;Bellis perennis;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BLZ;Margaritas;Bellis sp;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BBU;Calafate/Berberis buxifolia;Berberis microphylla;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
TRA;Taray catina;Tamarix ramosissima;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
BCH;Agracejo de Chenault;Berberis x chenaultii;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
BEDA;Agracejo de Darwin;Berberis darwinii;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
BEOT;Agracejo de Ottawa;Berberis × ottawensis;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
BEZ;Agracejo;Berberis sp;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
BST;Coralina compacta/Berberis x stenophylla;Berberis soulieana;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
REC;Rosa Easy Cover;Rosa 'Easy Cover';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
BECR;Hortensia de invierno;crassifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BRZ;Bergenias;Bergenia sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BAL;Abedul amarillo;Betula alleghaniensis;FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
BER;Abedul de Erman;Betula ermanii;FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
BNA;Abedul enano;Betula nana;FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
BNI;Abedul negro;Betula nigra;FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
BEX;Abedul;Betula sp;FRONDOSA;VIENTO;3;NO_REPORTADO;CADUCA;ACTIVO
BOX;Buganvillas;Bougainvillea sp;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BGL;Buganvilla flor de papel;Bougainvillea glabra;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BRA;Árbol de fuego;Brachychiton acerifolius;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BDI;Braquiquito rosado;Brachychiton discolor;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BPO;Braquiquito blanco;Brachychiton populneus;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BRU;Árbol botella;Brachychiton rupestris;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BRX;Braquiquitos;Brachychiton sp;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BAR;Palmera azul;Brahea armata;PALMACEA;MIXTA;1;NO_REPORTADO;PERENNE;ACTIVO
BDU;Palma dulce;Brahea dulcis;PALMACEA;MIXTA;1;NO_REPORTADO;PERENNE;ACTIVO
BROL;Col ornamental;Brassica oleracea;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BNV;Arbusto nevado;Breynia nivosa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BCL;Jazmín de Paraguay;Brunfelsia calycina;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BDG;Matico;Buddleja globosa;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
BFR;Adelfilla;Bupleurum fruticosum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BYA;Palma yatai;Butia yatay;PALMACEA;MIXTA;1;NO_REPORTADO;PERENNE;ACTIVO
BBA;Boj balear;Buxus balearica;ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
BMI;Boj de hoja pequeña;Buxus microphylla;ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
BUZ;Boj;Buxus sp;ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
CAGI;Ave del paraíso;Caesalpinia gilliesii;ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
CAOF;Caléndula;Calendula officinalis;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
COK;escobillón rojo;Callistemon viminalis 'Captain Cook';ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
CLC;Calistemo;Callistemon lanceolatus;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CASP;Limpiatubos;Callistemon sp;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CVL;Brezo;Calluna vulgaris;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CAOC;Calicanto de occidente;Calycanthus occidentalis;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CLY;Aulaga (Aliaga) negra;Calicotome spinosa;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CVI;Erguén;Calicotome villosa;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CJA;"Camelia común; rosa de invierno";Camellia japonica;ARBUSTO;INSECTOS;1;TOXICO;PERENNE;ACTIVO
CRA;Trompetilla;Campsis radicans;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CTA;Bignonia;Campsis x tagliabuana;TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CIN;Cañas de indias;Canna indica;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
CSP;Juncia;Carex sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
MYPA;Mioporo;Myoporum parvifolium;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CLL;Nogal americano;Carya illinoinensis;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CAC;Carióptera;Caryopteris x clandonensis;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SJP;Acacia de Japón 'Pendula'/Sophora japonica 'Pendula';Styphnolobium japonicum 'Pendula';FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CED;Zapote blanco;Casimiroa edulis;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CTE;Matasano;Casimiroa tetrameria;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CCU;Casaurina;Casuarina cunninghamiana;FRONDOSA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
