Código;Nombre común;Nombre científico;Tipo de planta;polinizacion;nivel_alergenico;toxicidad_mascotas;tipo_hoja;Estado
B025B;;Rosa 'Roxi';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B067;;Rosa 'Royal Highness';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
A052A;;Rosa 'RT 08242';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D104B;;Rosa 'RT 96145';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SP22;;Rosa rubiginosa L.;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H16G;;Rosa rugosa 'Alba Plena' Rehder;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H16F;;Rosa rugosa 'Alba' Rehder;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H16D;;Rosa rugosa 'Germánica';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H16C;;Rosa rugosa 'Rubra Plena';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E025;;Rosa 'Rustica';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B041A;;Rosa 'Rusticana';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E052A;;Rosa 'Saladino';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AGRU;Agrostis/ Agrostis rubra;Gastridium ventricosum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
C005H;;Rosa 'Samourai';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
TE2B.1;;Rosa 'Sander´s White Rambler';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AB65B;;Rosa 'Santa Catalina';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C003N;;Rosa 'Santa Tereza d´Avila';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C003L;;Rosa 'Sarabande';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C003B;;Rosa 'Satellite';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D022B;;Rosa 'SB 09.72';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D016B;;Rosa 'SB 11.02';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D100B;;Rosa 'SB 2008.157';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C006G;;Rosa 'SB 93205';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
A006;;Rosa 'Scarlet Meidiland';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
CA-409;;Gasteria armstronguii;CACTACEA/SUCULENTA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
D093;;Rosa 'Schneeküsschen';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E048A;;Rosa 'Sea Pearl';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E044;;Rosa 'Senator Burda';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H09E;;Rosa sericea 'Pteracantha' Delavay;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D051A;;Rosa 'Sexy Rexy';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E038;;Rosa 'Sharifa Asma';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B017A;;Rosa 'Show Girl';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SP03;;Rosa sicula Leopold Trattinnick;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
A024;;Rosa 'Silver Jubilee';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
A044B;;Rosa 'Simon Dot';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C004L;;Rosa 'Snow Carpet';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
FM17;;Rosa 'Snow Meillandina';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D013A;;Rosa 'Sonia';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D023B;;Rosa 'Sonnenróschen';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
TA2B.1;;Rosa 'Soraya Cl.';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
D089C;;Rosa 'Souvenir de Josefina Pla';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H13B;;Rosa 'Souvenir de la Malmaison';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H16B;;Rosa 'Souvenir de Yeddo';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C004C;;Rosa 'Spahi';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
FM09;;Rosa 'Spot Meillandina';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SP24;;Rosa squarrosa;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B089A;;Rosa 'Sra. de Bornás';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B074A;;Rosa 'Sra. de Franco';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C009C;;Rosa 'Sugar Baby';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H09D;;Rosa sulphurea;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B097A;;Rosa 'Sultane';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
A053A;;Rosa 'Sun Flare';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B102;;Rosa 'Super Star';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
EB73B;;Rosa 'Susane Dot';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
EB70B;;Rosa 'Swan Lake';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B014B;;Rosa 'Sweet Delight';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
A046;;Rosa 'Sweet Dream';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D072A;;Rosa 'Sweet Home';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
EB69A;;Rosa 'T-316-MR';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E016;;Rosa 'The Prince';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B025A;;Rosa 'The Sun';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
FM12;;Rosa 'Tilt Symphonie';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B108A;;Rosa 'Tobago';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B107A;;Rosa 'Toni Lnander';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C007J;;Rosa 'Tony Jacklin';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C004E;;Rosa 'Tourmaline';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B080A;;Rosa 'Trier 2.000';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B069A;;Rosa 'Troika';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H02D;;Rosa 'Tuscany';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C002F;;Rosa 'Typhoo Tea';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D046A;;Rosa 'Valencia';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E009;;Rosa 'Vanity';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D015B;;Rosa 'VEL13fswem Y1439';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D078B;;Rosa 'VELmari Y 720';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E034B;;Rosa 'VELmrora Y 1971';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
G03;;Rosa 'Velvet Cover';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
AB57A;;Rosa 'Victoria de los Ángeles Cl.';TAPIZANTE/TREPADORA;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
H07D;;Rosa 'Vierge de Cléry';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
A010;;Rosa 'Ville de Caen';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E054A;;Rosa 'Ville de Roeulx';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B097B;;Rosa 'Ville de Yerres';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SP12;;Rosa villosa L.;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D044B;;Rosa 'Violette Parfumé';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D097A;;Rosa 'Virgo';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E054B;;Rosa 'Frigga';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
A012B;Rosa 'VISpanicov';Rosa 'Mini Pinkie';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
EB70A;;Rosa 'Volare';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SP25;;Rosa vosagiaca;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
A036;;Rosa 'Wendy Cussons';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
FLL06;;Rosa 'White Dorothy';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H17B;;Rosa wichuraiana Crep.;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H08G;;Rosa 'William Lobb';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E061;;Rosa 'Winchester Cathedral';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
E008;;Rosa 'Windrush';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C004F;;Rosa 'Winshoten';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H20B;;Rosa x anemonoides 'Ramona';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H07A;;Rosa x centifolia L.;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H08A;;Rosa x centifolia 'Muscosa';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
SP28;;Rosa x damascena Miller;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H03B;;Rosa x damascena 'Semperflorens';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H03D;;Rosa x damascena 'Trigintipetala';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
FT03P;;Rosa x fortuniana;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H12C;;Rosa x odorata Andrew.;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
H01B;;Rosa x richardii Rehder.;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
C003J;;Rosa 'Yellow Fairy';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D107A;;Rosa 'Yellow Fleurette';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
B072B;;Rosa 'Yengo';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_416;;Fuchsia magellanica;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
D021;;Rosa 'Yumi Hit';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
EB68C;;Rosa 'Zéphirine Drouhin';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
D094A;;Rosa 'Zitronenjette';ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
PHPE_077;;Carex oshimensis 'Evergold';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_121;;Eupatorium maculatum 'Atropurpureum';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ALAM;Alocasia 'Polly';Alocasia amazonica 'Polly';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
BOK;Bellervardina Kerst;Bouvardia 'Kerst' MIX;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
GPR;Gynura sarmentosa;Gynura procumbens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
LYA;Selaginella apoda;Lycopodioides apoda;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-306;;Fritillaria imperialis;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
APG;;Apium graveolens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ATE;;Ajuga tenorei;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ANGR;;Anethum graveolens;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ADR;;Artemisia dracunculus;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
BEV;Acelga;Beta vulgaris;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
BOF;;Borago officinalis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CII;Achicoria;Cichorium intybus;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
COSA;;Coriandrum sativum;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
CCY;;Cuminum cyminum;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
LSA;Lechuga;Lactuca sativa;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
MCH;Manzanilla;Matricaria chamomilla;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
NOF;;Nasturtium officinale;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ORVD;;Origanum vulgare 'Diabolo';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ORK;;Origanum rotundifolium 'Kirigami';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PSC;;Peperomia scandens;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PES;;Petroselinum sativum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PIAN;;Pimpinella anisum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PLEX;;Plectranthus sp;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PLEA;;Plectranthus argentatus 'Silver Crest';SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PFO;;Pleione formosana;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
RLU;;Rumex lunaria;ARBUSTO;INSECTOS;1;TOXICO;SEMICADUCA;ACTIVO
SOL;;Spinacia oleracea;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SAF;;Stachys affinis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
STCX;;Stachys sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
RAS;;Ranunculus asiaticus;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
SHH_012;;Begonia semperflorens 'Cocktail';HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_252;;Petunia 'Surfinia';HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ACT;Milenrama de flor amarilla;Achillea taygetea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_008;;Achillea 'Tutti Frutti Apricot Delight';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_018;;Allium giganteum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-065;;Alocasia 'Portora';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_031;;Aquilegia caerulea 'Kristall';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
AQX;Aguileña;Aquilegia sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_036;;Armeria maritima 'Splendens';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_048;;Aster novae-angliae 'And An Alma Pötschke';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BEVI;;Begonia ?Serie Viking?;HERB_ANUAL;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
NEX;;Nemesia sp;HERB_ANUAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
LSCO;;Leptostermum scoparium;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
MIX;;Mix flower;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ASZ;Astilbe;Astilbe sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-370;;Bambusa oldhamii;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_060;;Brunnera macrohpylla 'Jack Frost';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_070;;Campanula portenschlagiana 'Blue Gown';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CAPE;Juncia péndula;Carex pendula;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_081;;Centaurea dealbata;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
COR;Coreopsis;Coreopsis grandiflora;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_090;;Crocosmia 'Carmine Briljant';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPI_005;;Dianthus barbatus 'Monksilver Black';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_111;;Echinacea purpurea 'Hot Summer';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CHI;Cheiranthus Alhelí/Cheiranthus sp;Erysimum sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
EPZ;Epimedium;Epimedium sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ERP;Salvia azul;Eranthemum pulchellum;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PG_012;;Hakonechloa macra 'Aureola';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_037;;Armeria maritima 'Splendens Perfecta';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
EUCH;Margarita amarilla;Euryops chrysanthemoides;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SIX;Bambú fuente/Sinarundunaria sp;Fargesia sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
GARI;Gazania;Gazania rigens;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_134;;Gaillardia grandiflora;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_145;;Geranium sanguineum 'New Hampshire Purple';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HES;Manzanilla bastarda;Helichrysum stoechas;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
HECH;Hertia;Hertia cheirifolia;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_158;;Hemerocallis 'Chicago Apache';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_165;;Hosta 'Anne';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-236;;Ipomoea batatas 'Blackie';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
SHH_027;;Hypoestes 'Confetti';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
IRUN;Lirio de Argelia;Iris unguicularis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_185;;Iris pseudacorus 'Flore Plena';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
LIS;Serpentina;Liriope sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_200;;Liatris spicata 'Kobold vegetative';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
FRAA;Fresno americano rojizo;Fraxinus americana 'Autumn Applause';FRONDOSA;VIENTO;2;NO_REPORTADO;CADUCA;ACTIVO
PHPE_223;;Mazus radicans;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
MEX;Menta;Mentha sp;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
NYM;Nenúfar;Nymphaea sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PPT;Costilla de Adán/Philodendron pertusum;Monstera adansonii;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_046;;Monstera minima;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ORNU;Estrella de Belén;Ornithogalum nutans;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
ST-111;;Pelargonium abrotanifolium;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ST-120;;Pelargonium 'Claret Rock Unique';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ST-132;;Pelargonium quercifolium;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
PHPE_244;;Panicum virgatum 'Heavy Metal';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHX;Flomis;Phlomis sp;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPP;Melera / Mechera;Phlomis purpurea;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-465;;Peperomia sp;SUBTROPICAL/TROPICAL;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
TR-406;;Physalis peruviana;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
RCM;Ricino;Ricinus communis;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
TR-056;;Plumeria rubra;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_264;;Prunella grandiflora;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_257;;Physostegia virginiana 'Miss Manners';HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SAZ;Santolinas;Santolina sp;ARBUSTO;INSECTOS;1;NO_REPORTADO;SEMICADUCA;ACTIVO
ST-219;;Schizanthus wisetonensis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
GPI;;Genista pilosa;;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
SPA;Bandera blanca;Spathiphyllum wallisii;HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
TR-057;;Tabernaemontana corymbosa;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PHPE_304;;Valeriana officinalis;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
PI_051;;Spathiphyllum 'Torelli';HERB_PERENNES;INSECTOS;1;TOXICO;DESCONOCIDA;ACTIVO
ZECI;Lirio de lluvia amarillo;Zephyranthes citrina;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
CACU;;Calamagrostis x acutiflora;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
BPS;;Ballota pseudodictamnus;HERB_PERENNES;INSECTOS;1;NO_REPORTADO;DESCONOCIDA;ACTIVO
